x,y
2.419826726438299,3.314289830709976
2.1639792775273223,5.553068301186339
6.977379559708886,13.413132345057882
7.556915090143655,18.08183276540481
9.095414120354747,15.582729370701642
8.23062046172991,17.328988964611614
9.241013963188031,21.36885120832746
8.796401933075623,21.08149517999411
9.106212576738352,16.96853209599416
0.6175727335338632,3.9376534386141726
0.5006763109137435,5.495813301327744
2.529668987439825,2.9885612935314523
4.249182626590241,8.027012993684052
8.883921032449612,16.91079838996143
3.6206937583806207,8.684885726301218
3.667442262316407,7.047181814448163
2.0756171175831506,6.029280543329799
2.2759367442900458,3.6021257451396047
3.526350460036941,7.274776756366876
4.335329716299809,10.868963770385568
2.9315808158729997,5.450886507513718
5.822571199782405,9.863698919210158
5.614452056179521,13.559053432233805
0.8927994068055822,1.780664253844644
3.084528518908216,2.457169893184515
8.030959340788806,16.581458540929166
1.107140896093195,3.9365594441209044
6.892566281825594,13.108418367140848
7.256131885365111,14.191765708263889
4.54086822110577,11.4544725213546
4.162901223461084,8.261199925846743
7.326695841369672,15.784537825972004
3.2256244636597975,10.22430646259095
6.461278432034687,15.518808526825369
7.806015409278128,14.607427943229094
1.1124873376025801,2.9109013350529933
2.545963464892027,6.1633490583556885
6.753310944286765,13.13819514131556
8.534113693666711,20.533401076416254
7.298032923423056,15.300169359561549
0.9822508436969468,2.680769520681343
6.816113335338906,15.926388628586599
6.387891708140017,13.025164227671318
8.449426266456218,16.08772185850931
3.373609612817612,7.792988446238591
8.12644580905838,18.191969256630745
1.552329175001097,7.469435371026714
2.6522328838708287,4.064250934054108
0.27561060389438063,-1.3894678685585071
3.3203374933945806,4.745175785426786
