x,y
0.0,1.0
0.20408163265306123,1.4081632653061225
0.40816326530612246,1.816326530612245
0.6122448979591837,2.2244897959183674
0.8163265306122449,2.63265306122449
1.0204081632653061,3.0408163265306123
1.2244897959183674,3.4489795918367347
1.4285714285714286,3.857142857142857
1.6326530612244898,4.26530612244898
1.836734693877551,4.673469387755102
2.0408163265306123,5.081632653061225
2.2448979591836737,5.4897959183673475
2.4489795918367347,5.8979591836734695
2.6530612244897958,6.3061224489795915
2.857142857142857,6.714285714285714
3.0612244897959187,7.122448979591837
3.2653061224489797,7.530612244897959
3.4693877551020407,7.938775510204081
3.673469387755102,8.346938775510203
3.8775510204081636,8.755102040816327
4.081632653061225,9.16326530612245
4.285714285714286,9.571428571428571
4.4897959183673475,9.979591836734695
4.6938775510204085,10.387755102040817
4.8979591836734695,10.795918367346939
5.1020408163265305,11.204081632653061
5.3061224489795915,11.612244897959183
5.510204081632653,12.020408163265307
5.714285714285714,12.428571428571429
5.918367346938775,12.83673469387755
6.122448979591837,13.244897959183675
6.326530612244898,13.653061224489797
6.530612244897959,14.061224489795919
6.73469387755102,14.46938775510204
6.938775510204081,14.877551020408163
7.142857142857143,15.285714285714286
7.346938775510204,15.693877551020408
7.551020408163265,16.10204081632653
7.755102040816327,16.510204081632654
7.959183673469388,16.918367346938776
8.16326530612245,17.3265306122449
8.36734693877551,17.73469387755102
8.571428571428571,18.142857142857142
8.775510204081632,18.551020408163264
8.979591836734695,18.95918367346939
9.183673469387756,19.367346938775512
9.387755102040817,19.775510204081634
9.591836734693878,20.183673469387756
9.795918367346939,20.591836734693878
10.0,21.0
